gene	geneName	avg_exp
AC005606.1	AC005606.1	0
AC006486.1	AC006486.1	19.8542328569308
AC007216.2	AC007216.2	0
AC007375.1	AC007375.1	0
AC007952.1	AC007952.1	2.4721802984682
AC007952.6	AC007952.6	0.0138764156395165
AC007956.1	AC007956.1	0
AC008443.1	AC008443.1	0.858261082504448
AC009041.2	AC009041.2	48.6023150647499
AC009065.1	AC009065.1	0
AC009403.2	AC009403.2	0.0282690776166227
AC010327.2	AC010327.2	0
AC010336.1	AC010336.1	0.0944472738363512
AC010536.1	AC010536.1	1.58441533201846
AC011484.1	AC011484.1	0.139844573242914
AC011897.1	AC011897.1	0
AC012123.1	AC012123.1	0.0666576432658435
AC012313.1	AC012313.1	2.77906369628733
AC012360.1	AC012360.1	0
AC018470.1	AC018470.1	0
AC019171.1	AC019171.1	0
AC019206.1	AC019206.1	0.144497915471016
AC022400.2	AC022400.2	0
AC022532.1	AC022532.1	1.71711246768459
AC025287.1	AC025287.1	0.145213053192626
AC026202.1	AC026202.1	0
AC026310.1	AC026310.1	0
AC026407.1	AC026407.1	0
AC026461.1	AC026461.1	0
AC027228.1	AC027228.1	0
AC027307.3	AC027307.3	0
AC027763.2	AC027763.2	0
AC037459.4	AC037459.4	0
AC040160.1	AC040160.1	0.0396709124459613
AC040977.1	AC040977.1	0
AC061992.1	AC061992.1	0
AC073342.1	AC073342.1	0.821617666452149
AC073569.1	AC073569.1	0.072027559174204
AC079210.1	AC079210.1	0
AC079354.1	AC079354.1	0.0431448437369485
AC079354.2	AC079354.2	2.19487873682725
AC087645.1	AC087645.1	0
AC090616.2	AC090616.2	2.13552858814915
AC092811.1	AC092811.1	0
AC093157.1	AC093157.1	0
AC093677.1	AC093677.1	0.337030224972204
AC097381.1	AC097381.1	0
AC105020.1	AC105020.1	0.062961222578478
AC106017.1	AC106017.1	10.0654962954602
AC108868.1	AC108868.1	0
AC110615.1	AC110615.1	0.018594210934516
AC115618.1	AC115618.1	4.10964746514122
AC117395.1	AC117395.1	0.448270091134877
AC121757.1	AC121757.1	0
AC129492.6	AC129492.6	0
AC132872.2	AC132872.2	0
AC135048.1	AC135048.1	9.49173600630213
AC137056.1	AC137056.1	0.95069492865996
AC137932.1	AC137932.1	0.153855192361707
AC139426.2	AC139426.2	0
ACAA1	ACAA1	78.8812645210067
ACAA2	ACAA2	22.4900092272749
ACACA	ACACA	46.7920475872191
ACAD10	ACAD10	37.9767351794979
ACAD11	ACAD11	37.6608679465565
ACAD8	ACAD8	44.3164458271675
ACAD9	ACAD9	138.065696688823
ACADL	ACADL	0.208479334344951
ACADM	ACADM	124.997576546373
ACADS	ACADS	7.46137730668974
ACADSB	ACADSB	56.5753049419613
ACADVL	ACADVL	562.006723573598
ACAP1	ACAP1	213.528573809482
ACAP2	ACAP2	201.329926102781
ACAP3	ACAP3	20.3156200111716
ACAT1	ACAT1	140.410490975207
ACBD3	ACBD3	28.4934790172586
ACBD4	ACBD4	28.7509127177363
ACBD5	ACBD5	60.7016877501342
ACBD6	ACBD6	53.9438236358702
ACBD7	ACBD7	0.111110250965916
ACCSL	ACCSL	0.313702829290318
ACD	ACD	19.3198388890734
ACE	ACE	11.9110729763066
ACER1	ACER1	0.5026224000997
ACER2	ACER2	1.78413235630622
ACER3	ACER3	51.1320591219433
ACIN1	ACIN1	146.924136458222
ACLY	ACLY	54.8597687147497
ACMSD	ACMSD	0.72619911240613
ACO2	ACO2	67.7378472963093
ACOT1	ACOT1	1.99244198621595
ACOT11	ACOT11	1.02568837195711
ACOT12	ACOT12	0.211861899577024
ACOT13	ACOT13	7.21964511209249
ACOT2	ACOT2	13.5738852853476
ACOT4	ACOT4	0.811494171589374
ACOT6	ACOT6	0.188977362862054
ACOT7	ACOT7	5.34446613064679
ACOT8	ACOT8	9.60924856690484
ACOT9	ACOT9	79.1265748388217
ACOX1	ACOX1	91.1997125963068
ACOX3	ACOX3	21.0680131690924
ACP1	ACP1	88.8250715196607
ACP2	ACP2	11.4979085255296
ACP6	ACP6	13.22596259934
ACPP	ACPP	103.45254996759
ACR	ACR	0.0385331286812287
ACRBP	ACRBP	24.103348750509
ACRV1	ACRV1	0.504733276079575
ACSBG1	ACSBG1	0.910752165415317
ACSF2	ACSF2	19.7677677567199
ACSL5	ACSL5	76.096356807948
ACSL6	ACSL6	9.46533520363221
ACSM1	ACSM1	5.53172570936026
ACSM4	ACSM4	0.0502394195949177
ACSS1	ACSS1	9.89612460323623
ACSS2	ACSS2	41.9597067446269
ACSS3	ACSS3	0.185918802361444
ACTA1	ACTA1	0.844858100691726
ACTA2	ACTA2	34.8984466274796
ACTB	ACTB	21728.4980560244
ACTBL2	ACTBL2	0
ACTG1	ACTG1	6806.64575679343
ACTL10	ACTL10	0.053354007871381
ACTL6A	ACTL6A	59.7212477509387
ACTL6B	ACTL6B	0.833619441045327
ACTL7A	ACTL7A	0.428799322082453
ACTL7B	ACTL7B	0.0149887338874484
ACTL9	ACTL9	0
ACTN1	ACTN1	78.0642712660839
ACTN2	ACTN2	0.806724098632042
ACTN4	ACTN4	473.519721164325
ACTR10	ACTR10	82.2956238640073
ACTR1A	ACTR1A	62.2684342693045
ACTR1B	ACTR1B	36.1052528007324
ACTR2	ACTR2	521.893599645656
ACTR3	ACTR3	463.723212670465
ACTR3B	ACTR3B	16.8719975183711
ACTR5	ACTR5	5.59050065011442
ACTR6	ACTR6	21.0951702534301
ACTR8	ACTR8	20.9461677862569
ACTRT1	ACTRT1	0.0493786308409747
ACTRT2	ACTRT2	0
ACTRT3	ACTRT3	0
ACVR1B	ACVR1B	12.1897933666409
ACVR1C	ACVR1C	1.67684456138172
ACVR2A	ACVR2A	22.3349196684419
ACVR2B	ACVR2B	7.26063097842554
ACY1	ACY1	15.8674850659439
ACYP1	ACYP1	12.9944064938122
ACYP2	ACYP2	4.20353677451819
ADA	ADA	77.3632991384754
ADAD1	ADAD1	0.105275014385326
ADAD2	ADAD2	0.245250710931699
ADAL	ADAL	5.52085150248975
ADAM10	ADAM10	535.876943346247
ADAM11	ADAM11	0.3838361184213
ADAM12	ADAM12	2.66263896408412
ADAM15	ADAM15	44.0802881792035
ADAM17	ADAM17	49.9102983607543
ADAM18	ADAM18	0.0874083469678854
ADAM19	ADAM19	34.3933884076742
ADAM2	ADAM2	0
ADAM22	ADAM22	12.2035516575325
ADAM23	ADAM23	3.76840396215062
ADAM28	ADAM28	77.6951966295949
ADAM30	ADAM30	0.767374689655771
ADAM32	ADAM32	2.14117222542911
ADAM33	ADAM33	0.102887227573887
ADAM7	ADAM7	0.131263168024543
ADAM8	ADAM8	34.9269175498586
ADAM9	ADAM9	77.5758827638109
ADAMDEC1	ADAMDEC1	0.96039888190718
ADAMTS1	ADAMTS1	11.5787518085893
ADAMTS12	ADAMTS12	0.118519242824748
ADAMTS13	ADAMTS13	2.42709831881953
ADAMTS14	ADAMTS14	0.0973623972698609
ADAMTS15	ADAMTS15	0
ADAMTS16	ADAMTS16	0.0486036728355167
ADAMTS17	ADAMTS17	9.82225936728084
ADAMTS18	ADAMTS18	0.278176822301023
ADAMTS19	ADAMTS19	0.0571032949940333
ADAMTS2	ADAMTS2	0.192524899807648
ADAMTS20	ADAMTS20	0.0461520570080753
ADAMTS3	ADAMTS3	0.049559142941138
ADAMTS4	ADAMTS4	0.65128265732377
ADAMTS5	ADAMTS5	0.340362230656735
ADAMTS7	ADAMTS7	0.0760703917103789
ADAMTS8	ADAMTS8	0.228020436087821
ADAMTS9	ADAMTS9	0.0371336161938173
ADAMTSL1	ADAMTSL1	0.158585445037025
ADAP1	ADAP1	19.9827081518996
ADAP2	ADAP2	47.8143759261891
ADAR	ADAR	347.734168107026
ADARB2	ADARB2	0.320654920729042
ADAT2	ADAT2	9.80697883157792
ADCK2	ADCK2	8.569675848814
ADCK5	ADCK5	4.70480289052556
ADCY1	ADCY1	0.00756513290649327
ADCY2	ADCY2	0.564703064789423
ADCY3	ADCY3	20.6466897002628
ADCY4	ADCY4	7.654757164132
ADCY6	ADCY6	1.16693339023033
ADCY9	ADCY9	14.7815105582143
ADCYAP1	ADCYAP1	0
ADCYAP1R1	ADCYAP1R1	0.457930669874602
ADD2	ADD2	3.41011046221103
ADGB	ADGB	1.66077649892895
ADH1A	ADH1A	0.340043564319679
ADH1B	ADH1B	0.130592700614132
ADH4	ADH4	0.783361595967393
ADH5	ADH5	60.1439071262259
ADH6	ADH6	1.10422129443007
ADH7	ADH7	0.231145020880859
ADHFE1	ADHFE1	55.8089595462021
ADI1	ADI1	3.92149007059684
ADIRF	ADIRF	0
ADK	ADK	118.523804573148
ADM	ADM	1.39511440314189
ADM2	ADM2	0.102470939719354
ADM5	ADM5	0.209188129216538
ADO	ADO	0.379592268262375
ADORA2B	ADORA2B	1.15187334384451
ADORA3	ADORA3	3.4670808470774
ADPGK	ADPGK	87.5892549488754
ADPRHL1	ADPRHL1	0.842374771984255
ADPRHL2	ADPRHL2	3.66585978714044
ADPRM	ADPRM	20.820480157438
ADRA1A	ADRA1A	0.11397880700129
ADRA1B	ADRA1B	0
ADRA1D	ADRA1D	0
ADRA2A	ADRA2A	0.0848202123987808
ADRA2B	ADRA2B	0.063334316956876
ADRA2C	ADRA2C	0.0158857044745491
ADRB1	ADRB1	0.0770135266902847
ADRB2	ADRB2	38.6861484805764
ADRB3	ADRB3	0.033489536167521
ADRM1	ADRM1	46.847077327939
ADSL	ADSL	125.545960315889
ADSS	ADSS	47.6018323678431
ADSSL1	ADSSL1	1.71741023922858
ADTRP	ADTRP	7.89058947715262
AEBP1	AEBP1	69.6733816112389
AEBP2	AEBP2	81.1591306012062
AES	AES	266.229672285218
AFAP1	AFAP1	5.63524781219875
AFAP1L1	AFAP1L1	0.222165370878798
AFAP1L2	AFAP1L2	1.43898530264077
AFF2	AFF2	8.24809186598428
AFF3	AFF3	138.48965370311
AFG3L2	AFG3L2	50.0972728173128
AFM	AFM	0.131840997437197
AFMID	AFMID	20.9048391841496
AFP	AFP	0.0178648770086227
AGA	AGA	104.262445089877
AGAP1	AGAP1	29.7542533200393
AGAP2	AGAP2	23.3614108642355
AGAP2-AS1	AGAP2-AS1	0.933557499034652
AGAP3	AGAP3	29.1372764350403
AGAP4	AGAP4	585.877167615966
AGAP5	AGAP5	200.59974784636
AGAP6	AGAP6	355.910418533333
AGBL1	AGBL1	0.0241720606200759
AGBL2	AGBL2	8.05180328299425
AGBL4	AGBL4	0.279256047770845
AGER	AGER	52.5730664566455
AGFG1	AGFG1	106.443345976824
AGFG2	AGFG2	30.8469730521449
AGGF1	AGGF1	42.7587308327037
AGL	AGL	29.5979711888432
AGMAT	AGMAT	2.57438224179119
AGMO	AGMO	0.394411262934963
AGO1	AGO1	28.4681097750558
AGO2	AGO2	81.878287346109
AGO3	AGO3	97.1881318382786
AGO4	AGO4	62.8839111683559
AGPAT2	AGPAT2	9.66893293046685
AGPAT5	AGPAT5	19.546427898152
AGPS	AGPS	120.835577185312
AGRN	AGRN	4.95418471931535
AGRP	AGRP	1.01116703105077
AGTPBP1	AGTPBP1	100.842460882977
AGTRAP	AGTRAP	38.8603990746676
AGXT	AGXT	0.0957577672096384
AGXT2	AGXT2	0.161566197466335
AHCTF1	AHCTF1	57.5910556684037
AHCY	AHCY	20.0129238614458
AHCYL1	AHCYL1	88.0456406266452
AHCYL2	AHCYL2	34.7764364086564
AHNAK2	AHNAK2	4.4161875348504
AHR	AHR	80.2926794638108
AHRR	AHRR	0.475988468835468
AHSA1	AHSA1	340.66685839924
AHSG	AHSG	0.114109617506193
AHSP	AHSP	7.6826558534263
AICDA	AICDA	0.856703290773814
AIDA	AIDA	52.5951760134429
AIF1	AIF1	463.264603205029
AIF1L	AIF1L	0
AIFM1	AIFM1	79.7019678545234
AIG1	AIG1	11.9937022086737
AIMP1	AIMP1	67.3536182290221
AIMP2	AIMP2	14.285638881706
AIP	AIP	94.8049276767752
AIPL1	AIPL1	0.0521041440842368
AIRE	AIRE	1.16652804629614
AJAP1	AJAP1	0.385356763217756
AJUBA	AJUBA	0.162516566478062
AK2	AK2	421.276994305908
AK3	AK3	35.2162132209862
AK4	AK4	1.64762325319012
AK5	AK5	36.8656934303929
AK7	AK7	0.417001280379289
AK8	AK8	0.28642745945382
AK9	AK9	40.0503550238707
AKAP10	AKAP10	60.2611403307293
AKAP12	AKAP12	0.215567666551484
AKAP2	AKAP2	13.3185969515379
AKAP3	AKAP3	0.21997616525575
AKAP4	AKAP4	0.0874121209628923
AKAP7	AKAP7	16.142936677938
AKAP8	AKAP8	37.5233359113961
AKAP8L	AKAP8L	134.860286470541
AKAP9	AKAP9	189.599867301629
AKIP1	AKIP1	9.30582801970427
AKIRIN1	AKIRIN1	46.697248575484
AKIRIN2	AKIRIN2	15.3638318376576
AKR1B1	AKR1B1	92.7907512017382
AKR1B10	AKR1B10	0.193194407131884
AKR1C1	AKR1C1	6.04582434946445
AKR1C2	AKR1C2	1.40287562842581
AKR1C3	AKR1C3	57.7503406825535
AKR1D1	AKR1D1	1.12615115483437
AKR1E2	AKR1E2	14.7905968860822
AKR7A2	AKR7A2	58.9629374172248
AKR7A3	AKR7A3	1.17821597251068
AKT1S1	AKT1S1	1.87574563990469
AL022328.1	AL022328.1	0
AL031320.1	AL031320.1	0
AL035588.1	AL035588.1	0
AL049829.1	AL049829.1	1.06322394588443
AL049840.1	AL049840.1	0.0826629426181741
AL079342.1	AL079342.1	0
AL096677.1	AL096677.1	0
AL136376.1	AL136376.1	0
AL137026.1	AL137026.1	0.038339275889128
AL139099.1	AL139099.1	0.434423122283294
AL139147.1	AL139147.1	0.0376583304187737
AL160175.1	AL160175.1	0
AL162424.1	AL162424.1	0
AL355490.1	AL355490.1	0
AL359736.1	AL359736.1	4.23833562477834
AL359878.1	AL359878.1	0.0203173750412897
AL360181.1	AL360181.1	0.759336794881126
AL441883.1	AL441883.1	0
AL589765.1	AL589765.1	0
AL590822.2	AL590822.2	0.104497020902638
AL626787.1	AL626787.1	0
AL627171.2	AL627171.2	0
AL645608.1	AL645608.1	0
AL645728.1	AL645728.1	0.488785510893023
AL807752.1	AL807752.1	1.5782377531965
ALAS1	ALAS1	16.5523682272997
ALB	ALB	0.306309420676905
ALCAM	ALCAM	24.4802363628051
ALDH16A1	ALDH16A1	9.69249166226482
ALDH1A1	ALDH1A1	63.6906300975099
ALDH1A2	ALDH1A2	1.97019943677901
ALDH1A3	ALDH1A3	0.244093121212309
ALDH1L1	ALDH1L1	0.291407991753608
ALDH1L2	ALDH1L2	1.03974157879097
ALDH2	ALDH2	41.3181618016946
ALDH3A1	ALDH3A1	0
ALDH3A2	ALDH3A2	80.6702768170748
ALDH4A1	ALDH4A1	2.33198536068294
ALDH5A1	ALDH5A1	33.6561068331297
ALDH6A1	ALDH6A1	17.0521996149084
ALDH7A1	ALDH7A1	11.9075556795033
ALDH8A1	ALDH8A1	2.00292383867855
ALDH9A1	ALDH9A1	26.4713224090693
ALDOC	ALDOC	8.07051902370866
ALG1	ALG1	55.6933649315807
ALG10	ALG10	37.4959113288659
ALG10B	ALG10B	15.152382996901
ALG11	ALG11	23.2617245111911
ALG12	ALG12	31.8776773277162
ALG13	ALG13	172.926288742509
ALG14	ALG14	2.30620223828508
ALG2	ALG2	32.4603280879347
ALG3	ALG3	30.2583797232114
ALG5	ALG5	37.97995249599
ALG8	ALG8	54.4760239969969
ALG9	ALG9	60.0553496879876
ALK	ALK	13.3215785664744
ALKBH1	ALKBH1	3.99472546976274
ALKBH2	ALKBH2	5.43931944229248
ALKBH4	ALKBH4	1.26128677831874
ALKBH5	ALKBH5	9.71133209826974
ALKBH6	ALKBH6	18.3557825877006
ALKBH7	ALKBH7	6.78883984773154
ALKBH8	ALKBH8	13.3014055168989
ALMS1	ALMS1	41.1780287954979
ALOX12	ALOX12	8.27825544127856
ALOX12B	ALOX12B	0.686987806625609
ALOX15	ALOX15	0.357196031218207
ALOX15B	ALOX15B	1.13702611754006
ALOX5	ALOX5	130.888576142156
ALOX5AP	ALOX5AP	99.52515366307
ALOXE3	ALOXE3	0.0988289377739885
ALPI	ALPI	0.0364048513613717
ALPK3	ALPK3	0.133630140411385
ALPP	ALPP	0.203634377353691
ALPPL2	ALPPL2	0.0668835071055437
ALX1	ALX1	0.0245321189335449
ALX3	ALX3	0
ALX4	ALX4	0.024199571290971
ALYREF	ALYREF	24.4230882985246
AMACR	AMACR	4.21636896954322
AMBN	AMBN	0.100491497360842
AMBP	AMBP	0.515171309208766
AMD1	AMD1	49.3902079111483
AMDHD1	AMDHD1	3.93376070052883
AMDHD2	AMDHD2	23.639133441031
AMER2	AMER2	0.0102467162739808
AMFR	AMFR	86.5563865145824
AMH	AMH	1.14302725315237
AMHR2	AMHR2	0.442997197717739
AMIGO1	AMIGO1	4.37889792813354
AMIGO2	AMIGO2	2.96409192611087
AMIGO3	AMIGO3	3.09630078992744
AMMECR1	AMMECR1	4.65195470348587
AMN	AMN	0.511055744586823
AMN1	AMN1	36.396856802526
AMOT	AMOT	3.92838756851091
AMOTL1	AMOTL1	1.51572415593386
AMOTL2	AMOTL2	0.0232819513404123
AMPD1	AMPD1	0.914280855800151
AMPD2	AMPD2	129.254294674958
AMPD3	AMPD3	55.7354044188677
AMPH	AMPH	3.29300694523292
AMT	AMT	37.5268748481288
AMTN	AMTN	0.053639151373747
AMY1A	AMY1A	0.104835184691632
AMY1B	AMY1B	0
AMY1C	AMY1C	4.89828579152234
AMY2A	AMY2A	6.3012811812639
AMZ2	AMZ2	206.208101383091
ANAPC10	ANAPC10	24.8822259626822
ANAPC11	ANAPC11	8.03974823301148
ANAPC13	ANAPC13	14.7478746811675
ANAPC2	ANAPC2	14.6925754591706
ANAPC4	ANAPC4	62.9325315812088
ANAPC5	ANAPC5	92.903059370618
ANAPC7	ANAPC7	64.9334787170642
ANGEL1	ANGEL1	6.077037467786
ANGEL2	ANGEL2	58.9928388178018
ANGPT1	ANGPT1	3.83181261700378
ANGPT2	ANGPT2	4.54208975495919
ANGPT4	ANGPT4	0.13015025859339
ANGPTL3	ANGPTL3	3.08998386984695
ANGPTL4	ANGPTL4	4.74988926427725
ANGPTL7	ANGPTL7	1.48229818056692
ANK1	ANK1	7.05622491160373
ANK2	ANK2	1.74148078640683
ANK3	ANK3	30.2655596020688
ANKAR	ANKAR	16.4646817913236
ANKDD1A	ANKDD1A	8.23982647026406
ANKDD1B	ANKDD1B	0.498822968352568
ANKFN1	ANKFN1	0.258396922663628
ANKFY1	ANKFY1	36.2907780260815
ANKH	ANKH	113.600029170357
ANKHD1	ANKHD1	222.829969477809
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	23.9766193145649
ANKK1	ANKK1	1.42410276192128
ANKLE1	ANKLE1	1.04065068607488
ANKLE2	ANKLE2	63.9049398781694
ANKMY1	ANKMY1	72.2545875113593
ANKMY2	ANKMY2	11.1927995943474
ANKRD1	ANKRD1	1.05019986501917
ANKRD10	ANKRD10	114.010958206762
ANKRD13A	ANKRD13A	168.39532658024
ANKRD13B	ANKRD13B	1.87172057028928
ANKRD13C	ANKRD13C	28.967480828226
ANKRD13D	ANKRD13D	83.1094752924654
ANKRD16	ANKRD16	2.19520167611884
ANKRD17	ANKRD17	164.603699052907
ANKRD18A	ANKRD18A	3.03306857233292
ANKRD18B	ANKRD18B	0.750192749846413
ANKRD2	ANKRD2	0
ANKRD20A1	ANKRD20A1	29.1095246431278
ANKRD20A2	ANKRD20A2	2.0596515249874
ANKRD20A3	ANKRD20A3	3.79948904685783
ANKRD20A4	ANKRD20A4	7.37801634605143
ANKRD22	ANKRD22	1.37568370315674
ANKRD23	ANKRD23	9.61777829730688
ANKRD24	ANKRD24	0.776569798770304
ANKRD26	ANKRD26	23.6037713953335
ANKRD27	ANKRD27	51.9586216263685
ANKRD28	ANKRD28	53.5398360068369
ANKRD29	ANKRD29	0.0544033706561214
ANKRD30A	ANKRD30A	3.03261230617781
ANKRD30B	ANKRD30B	2.08206113625627
ANKRD31	ANKRD31	0.707322060493846
ANKRD33	ANKRD33	0.0468640627440493
ANKRD33B	ANKRD33B	0.416128440258593
ANKRD35	ANKRD35	0.293022935832817
ANKRD36	ANKRD36	239.148360503805
ANKRD37	ANKRD37	4.10267902133596
ANKRD39	ANKRD39	5.47731071333965
ANKRD40	ANKRD40	14.1826034075814
ANKRD42	ANKRD42	13.1055357135689
ANKRD44	ANKRD44	789.20952093714
ANKRD49	ANKRD49	70.1643563271469
ANKRD52	ANKRD52	10.5024366146706
ANKRD53	ANKRD53	0.922299024774751
ANKRD54	ANKRD54	8.3728772216866
ANKRD55	ANKRD55	5.09749481265951
ANKRD60	ANKRD60	0.113585506911718
ANKRD61	ANKRD61	2.27241606390417
ANKRD62	ANKRD62	0.0903193764385923
ANKRD63	ANKRD63	0.032292476124127
ANKRD65	ANKRD65	0.0447155721627993
ANKRD66	ANKRD66	0.0527267401063013
ANKRD7	ANKRD7	0
ANKS1A	ANKS1A	14.7683353123786
ANKS1B	ANKS1B	0.436013633354193
ANKS4B	ANKS4B	0.0156868930550781
ANKS6	ANKS6	2.63912507825736
ANKUB1	ANKUB1	0.47287030878499
ANKZF1	ANKZF1	140.130840467926
ANLN	ANLN	3.56816941304178
ANO1	ANO1	0.0995164103725017
ANO2	ANO2	0.233442881361516
ANO3	ANO3	0.0502318735426327
ANO5	ANO5	1.79790983081164
ANO6	ANO6	96.7353633427136
ANO7	ANO7	0.435817347587033
ANO8	ANO8	9.87184470106907
ANO9	ANO9	13.5059239818418
ANP32A	ANP32A	912.437992026431
ANP32B	ANP32B	303.868143352959
ANP32D	ANP32D	1.09446329378484
ANP32E	ANP32E	135.022255587277
ANTXR1	ANTXR1	0.385208742379362
ANTXR2	ANTXR2	63.1631708894467
ANTXRL	ANTXRL	0.509419077962331
ANXA1	ANXA1	1005.0383005285
ANXA10	ANXA10	0.256112914021097
ANXA13	ANXA13	0.0541474791289682
ANXA2	ANXA2	694.351906191345
ANXA5	ANXA5	454.149748175786
ANXA8L1	ANXA8L1	5.95051231326132
ANXA9	ANXA9	1.58510143820498
AOAH	AOAH	583.152270898045
AOC2	AOC2	1.0354060494348
AOC3	AOC3	0.371066032550887
AOX1	AOX1	0.226016099047567
AP000708.1	AP000708.1	0.0623088445805922
AP001350.1	AP001350.1	3.34397038152122
AP001362.1	AP001362.1	0
AP001468.1	AP001468.1	0
AP001888.1	AP001888.1	0
AP002884.2	AP002884.2	0
AP002884.3	AP002884.3	0.254888586508177
AP003733.1	AP003733.1	0.049358140987436
AP005482.1	AP005482.1	0.0318225657230555
AP006621.5	AP006621.5	0.0324284039103946
AP1AR	AP1AR	12.7218392502301
AP1G2	AP1G2	79.3905993132523
AP1M1	AP1M1	96.5009037667097
AP1M2	AP1M2	0.606959556011946
AP1S1	AP1S1	10.487648937828
AP1S3	AP1S3	5.47557430006381
AP2A1	AP2A1	69.5770425574614
AP2A2	AP2A2	82.3113849417019
AP2S1	AP2S1	35.6797590912638
AP3B1	AP3B1	152.805661091201
AP3B2	AP3B2	3.68428595227177
AP3D1	AP3D1	38.8906238792421
AP3M1	AP3M1	59.7564800263688
AP3S1	AP3S1	128.631530334387
AP3S2	AP3S2	73.6439590370592
AP4B1	AP4B1	73.4389728607669
AP4E1	AP4E1	18.4472810574931
AP4M1	AP4M1	52.2921050008777
AP4S1	AP4S1	11.2580177938289
AP5B1	AP5B1	5.8781693183701
AP5M1	AP5M1	44.650812363527
AP5Z1	AP5Z1	11.2232439362346
APAF1	APAF1	105.108415166597
APBA3	APBA3	11.6870109527985
APBB3	APBB3	35.3776020435441
APC	APC	89.5449010292348
APCDD1	APCDD1	4.9420372128896
APCDD1L	APCDD1L	0.0285659439018312
APCS	APCS	0.20852217937691
APEH	APEH	97.6419252865941
APEX1	APEX1	321.171457222663
APEX2	APEX2	8.30168046568118
APH1A	APH1A	39.3760374829309
APH1B	APH1B	16.9225542621064
API5	API5	103.186929905614
APIP	APIP	9.53673276364447
APLF	APLF	8.58625367692552
APLN	APLN	0
APLNR	APLNR	0
APLP1	APLP1	0.567272823357815
APLP2	APLP2	519.156776436506
